channel_id,video_id,playlist_id,channelTitle,title,description,tags,publishedAt,defaultAudioLanguage,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
UCBi2mrWuNuyYy4gbM6fU18Q,6RBRByVC5is,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,The American Classroom: Testing drinking water in public schools,"ABC News' Deborah Roberts investigates lead-contaminated drinking water in many of our nation's public schools, with some students unable to use school water fountains for years.

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#schools #water #classroom #abcnews","['abcnl', 'classroom', 'contaminated', 'drinking', 'fountains', 'lead', 'p_cmsid=2494279', 'p_vid=news-104929678', 'prime', 'public', 'schools', 'states', 'united', 'water']",2023-11-16T03:24:34Z,,9403,127,,28,PT11M13S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,AeJzpBUClRA,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,The American Classroom: Texas school district tackles teacher shortages,"ABC News’ Mireya Villarreal reports from Mesquite, Texas, on the nation’s teacher shortage on “This Week.”

SUBSCRIBE to ABC News: https://bit.ly/2vZb6yP
WATCH MORE on http://abcnews.go.com/
THIS WEEK: https://abcnews.go.com/ThisWeek
LIKE ABC News on FACEBOOK: https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#ABCNews #ThisWeek #Texas #TheAmericanClassroom #teachers","['2020', 'Blackwell', 'COVID', 'Dallas', 'George', 'Jeffrey', 'Jonathan', 'Karl', 'Mesquite', 'Mireya', 'Rivera', 'Stephanopoulos', 'Texas', 'This', 'Villarreal', 'Week', 'district', 'elementary', 'high', 'p_cmsid=2494279', 'p_vid=news-104830139', 'school', 'schools', 'shortage', 'superintendent', 'system', 'teacher', 'teachers', 'Ángel']",2023-11-12T17:45:09Z,,4032,59,,36,PT4M8S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,SvI6R8QZ6no,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,How students facing potential loan debt should approach choosing a college,"According to the Federal Reserve, students owe $1.77 trillion in student and federal loan debt with monthly payments ranging between $200 and $300.

WATCH the ABC News Livestream: https://bit.ly/3rzBHum
SUBSCRIBE to ABC News: https://bit.ly/2vZb6yP
WATCH MORE on http://abcnews.go.com/
LIKE ABC News on FACEBOOK: https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#studentloans #loandebt #federalreserve #abcnews","['Federal', 'How', 'Reserve', 'abc', 'abcnl', 'approach', 'debt', 'federal', 'loan', 'monthly', 'p_cmsid=2494279', 'p_vid=news-104947512', 'payments', 'potential', 'school', 'student', 'students', 'update']",2023-11-16T16:49:14Z,,810,9,,2,PT3M51S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,ls87IYJsmW0,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,The American classroom in 2023: College vs. trade schools,"Emmy-winning host and show creator, Mike Rowe, joins ABC News Reports as we look at American classrooms and discuss some different paths students might take.

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#news #college #tradeschools #abcnews","['abc', 'abcnl', 'american', 'choices', 'classroom', 'classrooms', 'college', 'creator', 'emmy-winning', 'host', 'mike', 'news', 'p_cmsid=2494279', 'p_vid=news-104893904', 'rowe', 'schools', 'show', 'students', 'trade', 'updates']",2023-11-16T16:15:01Z,,25063,677,,126,PT5M20S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,PpIqFEMkpVg,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,The American Classroom: Texas school district tackles teacher shortages,"ABC News' Mireya Villarreal reports from Mesquite, Texas, on the nationwide teacher shortage since the pandemic and the efforts of one school district to recruit and retain teachers.

ABC News Live Prime, Weekdays at 7EST & 9EST

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM

SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#Education #America #Texas #TeacherShortage #Pandemic #ABCNLPrime","['abc', 'abcnl', 'america', 'american', 'classroom', 'district', 'education', 'future', 'mesquite', 'nationwide', 'news', 'p_cmsid=2494279', 'p_vid=news-104897046', 'pandemic', 'prime', 'recruit', 'retain', 'school', 'shortage', 'shortages', 'teacher', 'texas', 'the', 'week']",2023-11-15T04:40:00Z,,19452,325,,122,PT9M6S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,6EaCTVeErZE,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,South Carolina teacher says school district censored teaching book about race,"Mary Wood, a South Carolina teacher, talks about how she says she was censored by her school district for teaching a book about race.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM

SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#teacher #school #reading #abcnews #news","['ALA', 'American', 'Association', 'Books', 'Library', 'US', 'abc', 'attacks', 'censorship', 'country', 'librarian', 'library.', 'news', 'p_cmsid=2494279', 'p_vid=news-104885501', 'reading']",2023-11-14T20:03:30Z,,3993,73,,100,PT7M1S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,axbjmDJNEHM,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,Librarian discusses attacks on reading and book censorship,"Emily Drabinski, the president of the American Library Association, discusses attacks on books and reading, as well as what libraries across the country are doing about it.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#books #reading #library #censorship #abcnews","['ALA', 'American', 'Association', 'Books', 'Library', 'US', 'abc', 'attacks', 'censorship', 'country', 'librarian', 'library.', 'news', 'p_cmsid=2494279', 'p_vid=news-104857538', 'reading']",2023-11-13T20:30:01Z,,1518,41,,33,PT5M14S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,AeJzpBUClRA,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,The American Classroom: Texas school district tackles teacher shortages,"ABC News’ Mireya Villarreal reports from Mesquite, Texas, on the nation’s teacher shortage on “This Week.”

SUBSCRIBE to ABC News: https://bit.ly/2vZb6yP
WATCH MORE on http://abcnews.go.com/
THIS WEEK: https://abcnews.go.com/ThisWeek
LIKE ABC News on FACEBOOK: https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#ABCNews #ThisWeek #Texas #TheAmericanClassroom #teachers","['2020', 'Blackwell', 'COVID', 'Dallas', 'George', 'Jeffrey', 'Jonathan', 'Karl', 'Mesquite', 'Mireya', 'Rivera', 'Stephanopoulos', 'Texas', 'This', 'Villarreal', 'Week', 'district', 'elementary', 'high', 'p_cmsid=2494279', 'p_vid=news-104830139', 'school', 'schools', 'shortage', 'superintendent', 'system', 'teacher', 'teachers', 'Ángel']",2023-11-12T17:45:09Z,,4032,59,,36,PT4M8S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,Cy-7dc1dL10,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,How classrooms are changing to support neurodivergent students,"Classrooms are now considering neurodiversity when planning their curricula for students with ADHD and autism and are also using different behavioral support strategies.

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#neurodivergent #adhd #autism #abcnews","['ADHD', 'Classrooms', 'How2', 'Strategies', 'abc', 'abcnl', 'autism', 'behavioral', 'changing', 'classrooms', 'curricula', 'neurodivergent', 'neurodiversity', 'p_cmsid=2494279', 'p_vid=news-104877468', 'students', 'support']",2023-11-16T16:30:02Z,,2029,43,,16,PT6M13S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,ls87IYJsmW0,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,The American classroom in 2023: College vs. trade schools,"Emmy-winning host and show creator, Mike Rowe, joins ABC News Reports as we look at American classrooms and discuss some different paths students might take.

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#news #college #tradeschools #abcnews","['abc', 'abcnl', 'american', 'choices', 'classroom', 'classrooms', 'college', 'creator', 'emmy-winning', 'host', 'mike', 'news', 'p_cmsid=2494279', 'p_vid=news-104893904', 'rowe', 'schools', 'show', 'students', 'trade', 'updates']",2023-11-16T16:15:01Z,,25063,677,,126,PT5M20S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,5UQg2Pntbbs,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,Growing truancy crisis in America's classrooms,"Chronic absenteeism has soared in public schools since the pandemic. Byron Pitts talks to kids about why they dropped out and to adults dedicated to getting them back into the classroom.

WATCH NIGHTLINE EPISODES:
https://abc.go.com/shows/nightline 
ALSO AVAILABLE ON HULU: https://hulu.tv/2wSmSrZ

#truancy #attendance #education #nightline #abcnews","['Chronic', 'abc', 'abcnews', 'absent', 'absentee', 'absenteeism', 'classroom', 'coronavirus', 'covid-19', 'education', 'p_cmsid=2494279', 'p_vid=news-104935651', 'pandemic', 'public', 'schools', 'students', 'truancy']",2023-11-16T09:21:50Z,,300618,6055,,2034,PT12M19S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,6RBRByVC5is,PLQOa26lW-uI9Q0tTZyxXxFS4-4QOxqkYp,ABC News,The American Classroom: Testing drinking water in public schools,"ABC News' Deborah Roberts investigates lead-contaminated drinking water in many of our nation's public schools, with some students unable to use school water fountains for years.

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#schools #water #classroom #abcnews","['abcnl', 'classroom', 'contaminated', 'drinking', 'fountains', 'lead', 'p_cmsid=2494279', 'p_vid=news-104929678', 'prime', 'public', 'schools', 'states', 'united', 'water']",2023-11-16T03:24:34Z,,9403,127,,28,PT11M13S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,22UC7Khb9eU,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,IDF resumes bombing in Gaza as cease-fire expires,"ABC News’ Ines de la Cuetara and contributor Darrell Blocker talk about the Israel-Hamas war as the IDF resumes bombing saying Hamas violated the cease-fire.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#israel  #palestine  #gaza  #hostages  #abcnews","['Gaza', 'Israel', 'Palestine', 'abc', 'abcnl', 'cease-fire', 'hostagages', 'news', 'p_cmsid=2494279', 'p_vid=news-105314952']",2023-12-01T21:45:09Z,,1540,23,,21,PT4M17S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,zwnDLKc1HEs,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Reactions from Congress following George Santos expulsion,"ABC News’ Jay O’Brien is on the Hill where the House voted to expel embattled Rep. George Santos, R-NY.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#georgesantos #congress #politics #news #abcnews","['Santos', 'abc', 'abcnl', 'accusations', 'capitol', 'corruption', 'expulsion', 'george', 'hill', 'house', 'island', 'live', 'long', 'new', 'news', 'of', 'p_cmsid=2494279', 'p_vid=news-105314715', 'politics', 'representatives', 'santos', 'vote', 'york']",2023-12-01T19:51:40Z,,89424,1881,,856,PT4M48S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,2xwJiUQFeDs,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,"Sandra Day O’Connor, 1st female Supreme Court justice, dies","ABC News’ Devin Dwyer talks about the life and legacy of Sandra Day O’Connor, the first woman to sit on the Supreme Court.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#scotus #sandradayoconnor #supremecourt #abcnews","['1st', 'Court', 'Day', ""O'connor"", 'SCOTUS', 'Sandra', 'Supreme', 'abc', 'away', 'dies', 'female', 'justice', 'news', 'p_cmsid=2494279', 'p_vid=news-105313572', 'passes']",2023-12-01T19:13:24Z,,992,25,,6,PT4M1S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,WXt5gYLDrMI,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,U.S. officials hopeful another pause in Israel-Hamas fighting could come soon,"The U.N. human rights chief warns conditions in Gaza are now “beyond crisis point” as concerns grow for civilians and hostages still being held there.

WATCH the ABC News Live Stream Here:
https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#israel #hamas #gaza #news #abcnews","['Gaza', 'Hamas', 'Human', 'Israel', 'US', 'civilians', 'hostages', 'officials', 'p_cmsid=2494279', 'p_vid=news-105308323', 'rights']",2023-12-01T16:52:54Z,,3058,32,,48,PT4M8S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,wd_7WlV5qbg,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,House votes to expel Rep. George Santos from Congress,"Santos is only the sixth lawmaker in American history to be removed from the House of Representatives.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM
SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#georgesantos #congress #politics #news #abcnews","['Santos', 'abc', 'abcnl', 'accusations', 'capitol', 'corruption', 'expulsion', 'george', 'hill', 'house', 'island', 'live', 'long', 'new', 'news', 'of', 'p_cmsid=2494279', 'p_vid=news-105307018', 'politics', 'representatives', 'santos', 'vote', 'york']",2023-12-01T16:26:52Z,,70510,1323,,826,PT5M23S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,GriRGD8L1T4,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Speaker Mike Johnson says he will vote no on expelling Rep. George Santos,"Despite many Republicans calling for Santos' removal, top GOP representatives, including Johnson, will vote no to oust him.

WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM

SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER: https://twitter.com/abc

#georgesantos #vote #housevote #news","['Santos', 'abc', 'abcnl', 'accusations', 'capitol', 'corruption', 'expulsion', 'george', 'hill', 'house', 'island', 'live', 'long', 'new', 'news', 'of', 'p_cmsid=2494279', 'p_vid=news-105305760', 'politics', 'representatives', 'santos', 'vote', 'york']",2023-12-01T16:04:09Z,,9044,117,,155,PT4M26S,hd,false
UCBi2mrWuNuyYy4gbM6fU18Q,3YKsX8XXxK0,PLQOa26lW-uI8ZFnCrPVv25OUPMmPyhdi7,ABC News,Former Supreme Court Justice Sandra Day O' Connor dies at 93,"Former U.S. Supreme Court Justice Sandra Day O'Connor has died. The court announced her death in a statement Friday morning, citing ""complications related to advanced dementia, probably Alzheimer's, and a respiratory illness."" She was 93.

Historians consider her one of the most consequential women in American history.

Read more: https://trib.al/LwxjelS

Watch ABC News Live 24/7 on YouTube: https://youtube.com/live/OOtxXPaQvoM
SUBSCRIBE to ABC News on YouTube: https://bit.ly/2vZb6yP
Latest updates: https://abcnews.go.com/
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn

#sandradayoconnor #supremecourt #law #justice #news #abcnews","['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news', 'sandra day oconnor', 'reagan', 'politics', 'scotus', 'supreme court', 'law', 'justice', 'abc news', 'news abc', 'p_cmsid=2494279', 'p_vid=news-105305589']",2023-12-01T15:42:53Z,en-US,2479,74,,24,PT8M9S,hd,true
